canonical_sku,brand,category_path,title,attribute_tokens,first_available_date
B0939K5M9Q,SAMSUNG,"[""Cell Phones & Accessories"",""Cell Phones""]","Samsung Galaxy S21 Ultra | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Black (SM-G998UZKAXAA) (Renewed)",,"April 22, 2021"
B08PQMTGHG,Bocasal,"[""Cell Phones & Accessories"",""Cases, Holsters & Sleeves"",""Crossbody & Lanyard Cases""]","Bocasal Crossbody Wallet Case for iPhone Xr with Card Holder,Zipper Card Slot Protector Shockproof Purse Cover with Removable Cross Body Strap 6.1 Inch(Green)",leather,"February 4, 2021"
B0989ZCGH6,Allewie,"[""Home & Kitchen"",""Furniture"",""Bedroom Furniture"",""Beds, Frames & Bases"",""Bed Frames""]","Allewie Full Size Bed Frame with Curved Adjustable Headboard, Faux Leather Upholstered Platform Bed, Strong Wooden Slats Support, 10-12'' Mattress Recommended, Black",leather,"June 30, 2021"
B09JCLB24V,Kitdacnin,"[""Home & Kitchen"",""Bedding"",""Blankets & Throws"",""Bed Blankets""]","Kitdacnin Mothers Day for Wife Gifts from Husband, Anniversary Romantic Gifts for Women, Wife Birthday Gift Ideas, Christmas Valentine's Gifts for Wife, Wife Blanket",,"October 13, 2021"
B00BCUPKYS,Lee Women's Collection,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Jeans""]","Lee Women's Missy Instantly Slims Classic Relaxed Fit Monroe Straight Leg Jean, Seattle, 18",,"July 13, 2013"
B004COOROK,Cherokee Scrubs Mens Child Code,"[""Clothing, Shoes & Jewelry"",""Men"",""Uniforms, Work & Safety"",""Clothing"",""Medical"",""Scrub Bottoms""]",Cherokee Cargo Pant for Men and Women with Zip Fly Front and Adjustable Webbed Drawstring 4100,,"September 8, 2010"
B0B4FSMH1B,ZRLWIVE,"[""Home & Kitchen"",""Home Décor Products"",""Vases""]","ZRLWIVE White Chinoiserie Porcelain Vase for Flowers, Ceramic Shelf Decor Accents Living Room Boho Rustic, Jingdezhen Table Fireplace Farmhouse Modern Objects Small Rose Long Egg-Shell Ginger Jar",,"June 18, 2022"
B09K3NFSCF,Lybuorze,"[""Electronics"",""Camera & Photo"",""Video Surveillance"",""Surveillance Cameras"",""Bullet Cameras""]","Lybuorze Security Camera Outdoor, Dual Spotlights & Sirens Alarm, AI Motion Detection, Color Night Vision, Custom Zones, IP66 Waterproof, Rechargeable Battery Powered WiFi Cameras for Home Security",waterproof|led,"November 2, 2021"
B001Q8INCW,MTM,"[""Hunting & Fishing"",""Shooting"",""Gun Accessories, Maintenance & Storage"",""Gun & Ammunition Storage & Safes"",""Ammunition & Magazine Boxes, Cans & Cases""]",MTM H50-XL Deluxe Handled 50-Round Rifle Ammo Case Box 270 300 WSM 338 Lapua,led,"June 8, 2005"
B092DDFDJP,MOSIYEEF,"[""Clothing, Shoes & Jewelry"",""Men"",""Accessories"",""Wallets, Card Cases & Money Organizers"",""Wallets""]","Minimalist Wallet For Men, Holds 15 Cards Plus Cash RFID Blocking Carbon Fiber Credit Card Holders With Money Clip, Metal Wallets, Ultra-Thin Design Stainless-Steel Construction, Black",steel,
B0CQTMGXHD,Aothia,"[""Office Products"",""Office & School Supplies"",""Desk Accessories & Workspace Organizers"",""Desk Pads & Blotters""]","Aothia Dual-Sided Desk Pad - Leather Desk Mat, Natural Cork Desk Pad Protector, Large Mouse Pad for Desk, Waterproof Desk Blotter Pad, Desk Writing Pad for Office Work/Home, Beige (36""x17"")",waterproof|leather,"December 22, 2023"
B009TBLSM0,3D MAXpider,"[""Automotive"",""Interior Accessories"",""Floor Mats & Cargo Liners"",""Floor Mats""]",3D MAXpider Front Row Custom Fit All-Weather Floor Mat for Select Ford Escape/Mazda Tribute Models - Kagu Rubber (Black),waterproof,"October 19, 2012"
B07NC1XM4Y,KREG,"[""Tools & Home Improvement"",""Hardware"",""Door Hardware & Locks"",""Sliding Door Hardware""]",Kreg ACS430 Adaptive Cutting System 62-inch Guide Track - Circular Track Saw - Aluminum Saw Guide - Cut Wood & Plywood - Works with Plunge Saw - Splinter-Free Cuts,,"February 1, 2019"
B09WMPKGBH,LIYERA,"[""Tools & Home Improvement"",""Power & Hand Tools"",""Hand Tools"",""Workholding Devices"",""Clamps"",""Angle Clamps""]","2PCS Panel Clamps for Granite Slab,Glass Panel,Double Handle, Will not Scratch, High Strength Steel, Comfortable to Use",steel,"March 28, 2022"
B007SWZ8Q4,Blue Buffalo,"[""Pet Supplies"",""Dogs"",""Food"",""Wet"",""Canned""]","Blue Buffalo Freedom Grain Free Natural Adult Wet Dog Food, Chicken 12.5oz cans (Pack of 12)",,"April 10, 2012"
B08KRWPQPP,Bling Jewelry,"[""Clothing, Shoes & Jewelry"",""Women"",""Jewelry"",""Necklaces"",""Lockets""]",Personalized Engrave Simple Plain Flat Oval Traditional Keepsake Photo Locket For Women Teens Holds Photos Pictures 925 Silver Necklace Pendant Small Medium Large,,"‏  ‎ January 21, 2020"
B08796TCS8,Vibratex,"[""Health & Household"",""Wellness & Relaxation"",""Massage Tools & Equipment"",""Massage Tools"",""Back Massagers""]",Magic Wand Plus Personal Massager Authentic Power Adapter & Cord | US Polarized Power Adapter & 6ft Power Cord for Magic Wand Plus Back & Neck Massager | Hand Held Massager Sold Separately,,"April 18, 2020"
B0041Y52I6,Fit & Fresh,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camp Kitchen"",""Cooler Accessories""]","Cool Coolers by Fit + Fresh, Slim Ice Packs, Reusable & Long-Lasting, Perfect For Your Kid's Lunch Box, Camping Accessories, Insulated Lunch Bag, Beach Cooler Bag & More, Pack of 4, Blue",,"March 31, 2010"
B0B572FFKQ,R-Go Tools,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Keyboards, Mice & Accessories"",""Keyboards""]","R-Go Split Ergonomic Keyboard, QWERTY (US), Black, Wired USB Keyboard (QWERTY (US) / Spilt, Wired/Windows, Linux)",portable|compact|led,"‎August 14, 2017"
B01IIPZUQM,Skechers,"[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Sandals"",""Flip-Flops""]",Skechers Performance Women's On The Go 400 Radiance Flip Flop,,"May 19, 2015"
B07ZZ4GR9S,DamonLight,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Cases""]",DamonLight AirPods Pro Case [Supprts Mag-Safe Charging] [Seperating Case Design] Shockproof Soft Silicone Cover for Airpods Pro Charging Case (Avocado Green),,"November 4, 2019"
B08NY4LRLY,Best Choice Products,"[""Home & Kitchen"",""Furniture"",""Dining Room Furniture"",""Table & Chair Sets""]","Best Choice Products 45.5in 3-Piece Bench Style Dining Furniture Set, 4-Person Space-Saving Dinette for Kitchen, Dining Room w/ 2 Benches, Table - Brown/Black",,"November 21, 2020"
B07DZTQ91Q,XYark,"[""Office Products"",""Office & School Supplies"",""Paper"",""Notebooks & Writing Pads"",""Subject Notebooks""]","12 Pack Notebook Journals for Travelers, Students and Office, Writing Sketchbook Memo Diary Subject Notebooks Planner with Blank Paper, 60 Pages, 30 Sheets, 8.3x5.5 inch, A5 Size, Travel Journal Set",,"June 24, 2018"
B000JXR0NS,Stonewall Kitchen,"[""Grocery & Gourmet Food"",""Pantry Staples"",""Jams, Jellies & Sweet Spreads"",""Jams, Jellies & Preserves"",""Jams & Preserves""]","Stonewall Kitchen Peach Amaretto Jam, 12.5 Ounces",,
B082H8NVZF,JINGCHENGMEI,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Racks & Cabinets""]",JINGCHENGMEI 19 Inch 4U Heavy Duty Vertical Wall Mountable Rack and 125 lb Wall Mountable Server Rack ((MFT-HVWRF4U),led|steel,"August 15, 2019"
B09KBT7FY6,Olympia Tools,"[""Tools & Home Improvement"",""Power & Hand Tools"",""Hand Tools"",""Pliers"",""Vise Grips & Locking Pliers""]","Olympia Tools 10"" Locking Sheet Metal C-Clamp, 11-410",,"October 26, 2021"
B00S3UUN0G,Woman Within,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Sweaters"",""Cardigans""]",Woman Within Women's Plus Size Perfect Elbow-Length Sleeve Cardigan Sweater,,"April 10, 2011"
B09NPW43QY,Curyidy,"[""Home & Kitchen"",""Home Décor Products"",""Kids' Room Décor"",""Lamps & Lighting""]","Neon Signs Shamrocks Shaped St. Patrick's Day decorations, Green LED Clover Neon Lights for Wall Decor Battery/USB Operated Night Lights Bar Lamp for Home, Christmas, Halloween, Bedroom Decor",led,"December 16, 2021"
B075454YKR,M MAKETHEONE,"[""Electronics"",""Television & Video"",""Accessories"",""Video Converters""]","CVBS BNC to HDMI Converter, Composite BNC and Audio Input to HDMI Output Adapter with 720P/1080P Switch, Transfer Analog Video Signal from CCTV Security Camera to HD Monitor Projector Computer",led,"August 25, 2017"
B07PV6YWYV,Best4cat,"[""Pet Supplies"",""Dogs"",""Apparel & Accessories"",""Shirts""]",Dog T Shirts Pet Vests Dog Clothes with Fashion Printing 2 Pack,,"March 19, 2019"
B00PKVS3HG,Powerblanket,"[""Industrial & Scientific"",""Material Handling Products"",""Drum & Pail Handling Equipment"",""Heaters""]","Powerblanket PBL420 Gas Cylinder Heating Blanket (Propane), 420 lb, Charcoal Gray",,"‏  ‎ November 13, 2014"
B09BQWLGHB,Park Tool,"[""Sports & Outdoors"",""Sports"",""Cycling"",""Bike Tools & Maintenance"",""Shop Tools""]",Park Tool Master Link Pliers MLP-1.2,led,"July 13, 2010"
B099ZK3ZQ6,UUCOVERS,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Bags, Cases & Sleeves"",""Cases""]","UUcovers Case for All-New Fire HD 10 & HD 10 Plus 10.1"" Tablet (Only Compatible with 11th Generation, 2021 Release) PU Leather Folio Stand Cover with Pencil Holder Auto Wake/Sleep, Rainbow Butterfly",leather,"July 21, 2021"
B0BVBB72L5,Tornado,"[""Home & Kitchen"",""Heating, Cooling & Air Quality"",""Household Fans"",""Wall-Mounted Fans""]","Tornado - 20 Inch High Velocity Industrial Wall Fan - 4750 CFM - 3 Speed - 6 FT Cord - Industrial, Commercial, Residential Use - UL Safety Listed",quiet|steel,
B0CQPP5ZP2,Hydro Flask,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Camp Kitchen"",""Coolers""]",Hydro Flask Lunch Bag - Insulated Reusable Zipper Travel Lunchbox Lunchbag Food Container - Non-Toxic & BPA-Free,led,"February 1, 2024"
B08R97JZQ9,Poetic,"[""Cell Phones & Accessories"",""Cases, Holsters & Sleeves"",""Basic Cases""]","Poetic Spartan Samsung Galaxy S21+ Plus 5G 6.7"" Case, Fingerprint ID Compatible, Shockproof Protective Cover, Kickstand, Metallic Gun Metal",,"December 24, 2020"
B08D3LQ3TZ,LOUTYTUO,"[""Office Products"",""Office Furniture & Lighting"",""Furniture Accessories"",""Back & Seat Cushions""]","LOUTYTUO Seat Cushion Pillow,100% Memory Foam and Washable Cover,for Office Chair,Car Seat and Wheelchair,Tailbone & Sciatica & Back Pain Relief",,
B08RHPKJCQ,Athlio LTD,"[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Active"",""Base Layers & Compression"",""Shirts""]","ATHLIO 1 or 3 Pack Men's Cool Dry Short Sleeve Compression Shirts, Sports Baselayer T-Shirts Tops, Athletic Workout Shirt",,"October 25, 2018"
B08PK9XYZJ,K-Swiss,"[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Fashion Sneakers""]",K-Swiss Men's ST329 CMF Sneaker,,"January 15, 2016"
B00YVD7ANC,Buttons Galore and More,"[""Arts, Crafts & Sewing"",""Sewing"",""Sewing Notions & Supplies"",""Fasteners"",""Buttons""]","Buttons Galore and More Collection of Novelty 3D Embellishments Shank Buttons in Bulk, Based on Different Themes, Holidays, & Seasons for DIY Crafts, Scrapbooking, Cardmaking & other Projects – 25 Pcs",led,"June 3, 2015"
B08LG4YVZD,Reebok,"[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Athletic"",""Fitness & Cross-Training""]",Reebok Women's Nanoflex Tr Cross Trainer,,"June 4, 2021"
B07K52RZRG,DEWALT,"[""Tools & Home Improvement"",""Power & Hand Tools"",""Power Tools"",""Grinders"",""Angle Grinders""]","DEWALT Concrete Surface Grinder Kit, 5-Inch (DWE46253)",led,"June 27, 2018"
B0CBZ64CZW,MOJOSCEND,"[""Home & Kitchen"",""Storage & Organization"",""Laundry Storage & Organization"",""Laundry Hampers""]","MOJOSCEND Pink Laundry Basket Hamper for Girls Kids Baby, 15Dx20H Inches Large Nursery Hamper Bin, Woven Storage Basket for Living Room Girls room, Boho Tall Rope Baskets for Blanket Toys-60L",compact,"July 19, 2023"
B0CDGGC57K,Hyomdeck,"[""Home & Kitchen"",""Furniture"",""Game & Recreation Room Furniture"",""Home Bar Furniture"",""Bars & Wine Cabinets"",""Bar Cabinets""]","Hyomdeck Home Bar Cabinet with Power Outlet, Industrial Freestanding Wine Bar with LED Strip and Glass Holder, 3-Tier Liquor Bar Cabinet for Liquor and Glasses, Mini Bar for Small Space, White Oak",led,"August 2, 2023"
B0BVYTPSHN,JASEN,"[""Patio, Lawn & Garden"",""Patio Furniture & Accessories"",""Decorative Pillows""]","JASEN Set of 4 Outdoor Waterproof Throw Pillow Covers 18 x 18, Boho Abstract Floral Outdoor Pillow Covers for Patio Funiture Garden (Colorful, 18X18)",waterproof,"February 8, 2023"
B0CJXKM5B4,VEVOR,"[""Home & Kitchen"",""Heating, Cooling & Air Quality"",""Parts & Accessories"",""Stove & Fireplace Accessories"",""Chimney Brushes""]","VEVOR 39 Feet Chimney Sweep Kit, w/ 12 Reinforced Nylon Flexible Rods, Ergonomic Chimney Cleaning Brush, 360-Degree Brush Chimney Cleaner, Rich Accessories for Fireplace Flue Home Use Fits Most Pipes",,"October 7, 2023"
B0CTR4RQDT,Innova,"[""Sports & Outdoors"",""Sports"",""Leisure Sports & Game Room"",""Outdoor Games & Activities"",""Disc Sports"",""Disc Golf"",""Discs"",""Drivers""]",Innova Halo Star Leopard3 Disc Golf Driver – Disc Golf Driver (Colors Will Vary),led,"February 1, 2024"
B08KG2S578,TUOB,"[""Health & Household"",""Health Care"",""Alternative Medicine"",""Light Therapy""]",[New Version] Red Light Therapy for Hand Pain Relief Near Infrared Led Therapy for Fingers Wrists Deep Tissue Relief with Timer (Single),portable|led,"‏  ‎ September 30, 2020"
B07H4F1W4S,nuLOOM,"[""Home & Kitchen"",""Home Décor Products"",""Rugs, Pads & Protectors"",""Area Rugs""]","nuLOOM Wynn Braided Indoor/Outdoor Area Rug, 3x5, Tan",,"September 5, 2018"
B0C65PQ511,ENFBAH,"[""Patio, Lawn & Garden"",""Grills & Outdoor Cooking"",""Outdoor Cooking Tools & Accessories"",""Grilling & Barbecue Utensils"",""Barbecue Skewers""]","ENFBAH 200 PCS, Φ=4mm Natural Bamboo Skewers: Perfect for Chocolate Fountains, Barbecues, Appetizers, Grilling, Kabobs, Fruit, Kitchen, Crafting, and Parties - Multiple Sizes (12 inches)",led,"May 24, 2023"
B08RN8B5YL,KEKUOU,"[""Home & Kitchen"",""Home Décor Products"",""Slipcovers"",""Sofa Slipcovers""]","KEKUOU Stretch Loveseat Sofa Cover Slipcover,Couch Covers for 2 Cushion Couch Sofa (55""-79"") Furniture Protector Sofa with Elastic Bottom for Kids,Dog. Jacquard Small Checked (Medium,Chocolate)",,"December 4, 2020"
B09TKCY9HY,Creality,"[""Industrial & Scientific"",""Additive Manufacturing Products"",""3D Printers""]","CREALITY Official Ender 3 S1 Pro 3D Printer with 300°C High-Temperature Nozzles, Sprite Direct Extruder, CR Touch Auto Leveling, Removable PEI Sheet and 4.3 inch Touchscreen, Supports Nine Languages",led|steel,"February 28, 2022"
B0CC5YDQ7M,JUNSYOUNG,"[""Sports & Outdoors"",""Outdoor Recreation"",""Camping & Hiking"",""Safety & Survival"",""Hand & Foot Warmers"",""Hand Warmers""]","Heated Gloves for Men Women,Rechargeable Heated Gloves 7.4V 3200mAh Electric Motorcycle Heated Gloves,Camping Hand Warmers Warm Touchscreen Glove for Outdoor Cycling Skiing Hiking Working Sport",waterproof|leather,"October 12, 2023"
B08CXGTXN1,BEWISHOME,"[""Clothing, Shoes & Jewelry"",""Shoe, Jewelry & Watch Accessories"",""Jewelry Accessories"",""Jewelry Boxes & Organizers"",""Jewelry Trays""]","BEWISHOME Mens Valet Tray Dresser Organizer Nightstand Organizer for Mens Accessories, Faux Leather,Brown SSH06Z",leather,"February 15, 2021"
B07L5GK29S,IRIS,"[""Pet Supplies"",""Cats"",""Feeding & Watering Supplies"",""Fountains""]","IRIS USA 44oz / 1.3L Cat Water Fountain, For Dog & Cat with Two Flow Options Automatic Pet Water Fountain Bowl Silent and Replaceable Charcoal Filter, White/Blue",,"December 5, 2018"
B0BF918VFZ,Caseology,"[""Cell Phones & Accessories"",""Accessories"",""Smartwatch Accessories"",""Smartwatch Screen Protectors""]",Caseology Snap Fit Tempered Glass with installation Kit [2 Pack] Designed for Apple Watch Ultra (2022) - 2 Pack Clear,,"September 14, 2022"
B01K119TPY,Exemplary Gardens,"[""Patio, Lawn & Garden"",""Gardening & Lawn Care"",""Gloves & Protective Gear"",""Gloves""]","Rose Pruning Gloves for Men and Women - Thorn Proof Goatskin Leather Gardening Gloves with Gauntlet (Medium, Brown)",leather,
B0BBTB55BF,Soliocial,"[""Cell Phones & Accessories"",""Accessories"",""Maintenance, Upkeep & Repairs"",""Screen Protectors""]","soliocial 【2 Pack】 Hydrogel Film Privacy Screen Protector Compatible with iPhone 14 Pro (6.1""), 【High Sensitivity】【Easy Installation】 Anti-Spy Soft TPU Protective Film (Not Tempered Film)",,"August 25, 2022"
B0BZRQPJ4B,SaiMeun,"[""Cell Phones & Accessories"",""Accessories"",""Grips""]","SaiMeun Magnetic Phone Ring Stand for MagSafe，Metal Adjustable Dual Ring Magnetic Phone Grip Holder,Compatible with iPhone 12/13/14 Series.（Black",,"March 29, 2023"
B0041KSU16,Millers Forge,"[""Pet Supplies"",""Dogs"",""Grooming"",""Scissors""]","Millers Forge Pet Grooming Scissors, Blunt Tip, 5-3/4-Inch, Curved",steel,"October 2, 2001"
B07YGGBZ18,Hanes Ultimate Baby,"[""Clothing, Shoes & Jewelry"",""Baby"",""Baby Girls"",""Clothing"",""Hoodies & Active""]","Hanes Baby Sweatshirt, Ultimate Baby Flexy Knit Fleece Pullover Crew Sweatshirt, 2-Pack",,"September 27, 2019"
B0C6JMP9LH,LIINCCRA,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Headphones & Earbuds"",""Earbud Headphones""]","Wireless Earbuds,Bluetooth 5.3 Headphones Build in Noise Cancelling, Bluetooth Earbuds With LED Power Display, Hi-Fi Stereo, Touch Control, Waterproof/Sweatproof Wireless Headphones for iOS/Android",portable|waterproof|led,"May 29, 2023"
B0BWF13TPQ,defean,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Earpads""]","AW988 Silicone Gel Instant chill Ear Pads - defean Replacement Earpads Ear Cushion Compatible with Alienware AW988 Wireless Headphones,Ear Pads with Noise Isolation",led,"May 12, 2022"
B0CKLDX52J,SLOGENTO,"[""Automotive"",""Exterior Accessories"",""Snow & Ice"",""Windshield Snow Covers""]","for Toyota Highlander Windshield Snow Cover, Large Windshield Snow Ice Cover for Venza Highlander Nissan Murano Xterra 2022 2023 SUV, 600D Oxford Fabric Frost Guard Protector Winter Car Accessories",waterproof,"October 6, 2023"
B00WSPJUPG,VAADI HERBALS,"[""Beauty"",""Skin Care"",""Face"",""Creams & Moisturisers"",""Face Creams""]","Vaadi Herbals Lemongrass Anti Pigmentation Massage Cream, 50g",,8 November 2015
B00K3TVJMQ,Kaya Clinic,"[""Beauty"",""Skin Care"",""Face"",""Creams & Moisturisers"",""Serums""]","Kaya Clinic Brightening Face Serum, 30ml Reduces Pigmentation & Dark Spots, Evens Skin Tone for All Skin Types",,3 May 2014
B086ZMC5W7,balega,"[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Athletic"",""Team Sports"",""Football""]",Balega womens Hidden Contour,,"April 10, 2020"
B00T3QA0B6,Champion Sports,"[""Sports & Outdoors"",""Sports"",""Team Sports"",""Baseball"",""Protective Gear"",""Face Guards""]",Champion Sports Steel Softball Face Mask - Classic Fielders Masks for Youth - Durable Head Guards - Premium Sports Accessories for Indoors and Outdoors - Red,steel,"February 3, 2015"
B002Q0Y5MG,Trend,"[""Tools & Home Improvement"",""Power & Hand Tools"",""Power Tool Parts & Accessories"",""Battery Packs & Chargers"",""Charger & Converters"",""Battery Chargers""]","Trend Airshield Pro 120-Volt Replacement Battery Charger, Charging Cable, Power Cable, AIR/P/5L",compact,"October 7, 2009"
B09HTWWXSV,Vearter,"[""Tools & Home Improvement"",""Power & Hand Tools"",""Power Tool Parts & Accessories"",""Power Rotary Tool Parts & Accessories"",""Cutting Wheels""]","Vearter Cut Off Wheels 4-1/2 Inch - Diamond Metal Cutting Disc for Angle Grinder,Suitable for Stainless Steel, Cast Iron, Aluminum, Brass, Metal Cutting, can Cut More Than 4000 Times",steel,"October 6, 2021"
B08V6GWSQ4,Gore Wear,"[""Clothing, Shoes & Jewelry"",""Men"",""Accessories"",""Hats & Caps"",""Skullies & Beanies""]",GORE WEAR Standard Grid Light Beanie,,"January 27, 2021"
